日期,指数代码,指数名称,指数英文名称,code,name,成分券英文名称,交易所,交易所英文名称
2026-06-26,000905,中证500,CSI 500,603092,德力佳,"Delijia Transmission Technology (Jiangsu) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603119,浙江荣泰,"Zhejiang Rongtai Electric Material Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603129,春风动力,"ZHEJIANGCFMOTOPOWERCO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603156,养元饮品,"Hebei Yangyuan ZhiHui Beverage Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603160,汇顶科技,"Shenzhen Huiding Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603175,超颖电子,"Dynamic Electronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603179,新泉股份,"Jiangsu Xinquan Automotive Trim Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603225,新凤鸣,"Xinfengming Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603233,大参林,"DaShenLin Pharmaceutical Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603256,宏和科技,"GRACE FABRIC TECHNOLOGY CO.,LTD",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603290,斯达半导,StarPower Semiconductor Ltd.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603298,杭叉集团,"Hangcha Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603308,应流股份,"ANHUI YINGLIU ELECTROMECHANICAL CO., LTD",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603338,浙江鼎力,"Zhejiang Dingli Machinery Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603341,龙旗科技,"Shanghai Longcheer Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603345,安井食品,"FU JIAN ANJOY FOODS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603379,三美股份,"Zhejiang Sanmei Chemical Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603444,吉比特,"G-bits Network Technology(Xiamen)Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603486,科沃斯,"Ecovacs Robotics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603529,爱玛科技,"AIMA TECHNOLOGY GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603565,中谷物流,"Shanghai Zhonggu Logistics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603568,伟明环保,"ZHEJIANG WEIMING ENVIRONMENT PROTECTION CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603589,口子窖,"Anhui Kouzi Distillery Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603596,伯特利,"Bethel Automotive Safety Systems Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603605,珀莱雅,"Proya Cosmetics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603606,东方电缆,"Ningbo Orient Wires & Cables Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603650,彤程新材,"Red Avenue New Materials Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603658,安图生物,"Autobio Diagnostics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603659,璞泰来,"Shanghai Putailai New Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603688,石英股份,"JIANGSU PACIFIC QUARTZ CO., LTD",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603699,纽威股份,"Neway Valve (Suzhou) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603728,鸣志电器,"Shanghai Moons' Electric Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603737,三棵树,"SKSHU Paint Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603766,隆鑫通用,"Loncin Motor Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603786,科博达,"KEBODA TECHNOLOGY Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603806,福斯特,"HANGZHOU FIRST PV MATERIAL Co., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603816,顾家家居,"Jason Furniture (Hangzhou) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603833,欧派家居,Oppein Home Group Inc.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603858,步长制药,"SHANDONG BUCHANG PHARMACEUTICALS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603885,吉祥航空,"JUNEYAO AIRLINES Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603899,晨光股份,SHANGHAI M&G STATIONERY INC.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603920,世运电路,"Olympic Circuit Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603939,益丰药房,"Yifeng Pharmacy Chain Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,603979,金诚信,"JCHX MINING MANAGEMENT CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,605358,立昂微,"Hangzhou Lion Electronics Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,605589,圣泉集团,"Jinan Shengquan Group Share Holding Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688002,睿创微纳,"Raytron Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688017,绿的谐波,"Leader Harmonious Drive Systems Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688018,乐鑫科技,"Espressif Systems (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688019,安集科技,"Anji Microelectronics Technology (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688027,国盾量子,"QuantumCTek Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688037,芯源微,"KINGSEMI Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688052,纳芯微,"Suzhou Novosense Microelectronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688065,凯赛生物,Cathay Biotech Inc.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688099,晶晨股份,"Amlogic (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688114,华大智造,"MGI Tech Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688120,华海清科,"Hwatsing Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688122,西部超导,"Western Superconducting Technologies Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688166,博瑞医药,"BrightGene Bio-Medical Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688169,石头科技,"Beijing Roborock Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688172,燕东微,"Beijing YanDong MicroElectronic Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688180,君实生物,"Shanghai Junshi Biosciences Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688187,时代电气,"Zhuzhou CRRC Times Electric Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688188,柏楚电子,SHANGHAI FRIENDESS ELECTRONICS TECHNOLOGY CORPORATION LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688192,迪哲医药,"Dizal (Jiangsu) Pharmaceutical Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688200,华峰测控,"Beijing Huafeng Test & Control Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688213,思特威,"Smartsens Technology (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688220,翱捷科技,"ASR Microelectronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688234,天岳先进,"SICC CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688235,百济神州,"BeiGene, Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688248,南网科技,"ChinaSouthernPowerGridTechnologyCo.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688266,泽璟制药,"Suzhou Zelgen Biopharmaceuticals Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688278,特宝生物,"Xiamen Amoytop Biotech Co., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688281,华秦科技,"Shaanxi Huaqin Technology Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688295,中复神鹰,"Zhongfu Shenying Carbon Fiber Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688297,中无人机,"AVIC (CHENGDU) UAS CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688301,奕瑞科技,iRay Group,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688313,仕佳光子,"Henan Shijia Photons Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688318,财富趋势,"Shenzhen Fortune Trend Technology Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688322,奥比中光,Orbbec Inc.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688331,荣昌生物,"RemeGen Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688336,三生国健,"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688343,云天励飞,"Shenzhen Intellifusion Technologies Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688347,华虹宏力,Hua Hong Grace Semiconductor Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688349,三一重能,"Sany Heavy Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688361,中科飞测,"Skyverse Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688363,华熙生物,Bloomage Biotechnology Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688375,国博电子,"Guobo Electronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688385,复旦微电,"Shanghai Fudan Microelectronics Group CO.,LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688387,信科移动,"CICT Mobile Communication Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688411,海博思创,"Beijing HyperStrong Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688425,铁建重工,China Railway Construction Heavy Industry Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688469,芯联集成,"United Nova Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688475,萤石网络,"Hangzhou EZVIZ Network Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688498,源杰科技,"Yuanjie Semiconductor Technology Co., Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688520,神州细胞,Sinocelltech Group Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688538,和辉光电,"Everdisplay Optronics (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688561,奇安信,Qi An Xin Technology Group Inc.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688563,航材股份,"Baimtec Material Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688568,中科星图,"Geovis Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688578,艾力斯,"Shanghai Allist Pharmaceuticals Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688582,芯动联科,Anhui XDLK Microsystem Corporation Limited,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688599,天合光能,"Trina Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688608,恒玄科技,"Bestechnic (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688615,合合信息,"Intsig Information Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688617,惠泰医疗,APT Medical Inc.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688629,华丰科技,"Sichuan Huafeng Technology Co., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688676,金盘科技,"HAINAN JINPAN SMART TECHNOLOGY CO., LTD.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688692,达梦数据,WUHAN DAMENG DATABASE COMPANY LIMITED,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688702,盛科通信,"Suzhou Centec Communications Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688708,佳驰科技,"Chengdu Jiachi Electronic Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688709,成都华微,"Chengdu Sino-Microelectronics Tech. Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688728,格科微,GalaxyCore Inc.,上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688772,珠海冠宇,"Zhuhai CosMX Battery Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688777,中控技术,"SUPCON Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688778,厦钨新能,"XTC New Energy Materials (Xiamen) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,688819,天能股份,"Tianneng Battery Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange
2026-06-26,000905,中证500,CSI 500,689009,九号公司,Ninebot Limited,上海证券交易所,Shanghai Stock Exchange
